transaction_id,store_id,store_type,date,customers_count,revenue,avg_bill_value
151,36,Food,2025-11-25,1,704,704
152,49,Food,2025-10-24,3,1561,520
153,30,Clothing,2025-06-05,3,2519,839
154,27,Salon,2025-06-07,1,486,486
155,40,Cinema,2026-04-17,4,2443,610
156,12,Electronics,2025-07-16,15,7936,529
157,24,Electronics,2025-05-03,16,11593,724
158,21,Food,2025-12-01,2,1547,773
159,32,Furniture,2025-06-02,71,30520,429
160,49,Food,2025-05-27,3,1692,564
161,17,Food,2026-02-10,1,1041,1041
162,46,Clothing,2025-12-29,14,5619,401
163,31,Clothing,2025-10-01,4,3406,851
164,35,Food,2025-06-05,1,1147,1147
165,27,Salon,2025-09-28,4,3693,923
166,34,Furniture,2025-12-01,22,10911,495
167,3,Food,2025-07-26,6,1925,320
168,13,Food,2025-11-06,5,2163,432
169,34,Furniture,2025-10-01,66,32730,495
170,47,Clothing,2025-11-04,6,2762,460
171,13,Food,2025-12-06,3,1794,598
172,40,Cinema,2025-05-26,16,3825,239
173,7,Clothing,2026-03-04,6,1471,245
174,27,Salon,2025-08-16,1,860,860
175,36,Food,2025-06-02,1,1182,1182
176,15,Clothing,2025-11-26,6,1715,285
177,6,Salon,2026-02-27,2,1863,931
178,13,Food,2025-08-14,4,1004,251
179,33,Cinema,2025-05-16,5,2660,532
180,11,Furniture,2025-11-23,24,18240,760
181,31,Clothing,2026-03-15,7,4864,694
182,10,Salon,2026-04-03,5,1507,301
183,45,Food,2025-06-18,4,2147,536
184,32,Furniture,2025-10-02,32,21743,679
185,31,Clothing,2026-01-12,5,1719,343
186,3,Food,2026-01-20,3,1726,575
187,36,Food,2025-12-11,5,1743,348
188,34,Furniture,2025-11-28,45,23347,518
189,35,Food,2025-04-19,9,2047,227
190,45,Food,2026-03-11,2,1085,542
191,24,Electronics,2025-07-11,44,13513,307
192,23,Salon,2025-08-18,4,3258,814
193,40,Cinema,2026-02-08,19,4629,243
194,32,Furniture,2025-11-21,37,16777,453
195,44,Salon,2026-01-13,2,1361,680
196,28,Clothing,2026-02-02,11,7706,700
197,19,Clothing,2026-03-09,3,2513,837
198,13,Food,2026-03-18,6,2105,350
199,39,Salon,2025-05-18,5,3662,732
200,22,Food,2026-04-02,1,1230,1230
201,2,Food,2025-11-04,6,1911,318
202,6,Salon,2025-11-17,3,1983,661
203,22,Food,2025-05-31,6,2150,358
204,23,Salon,2026-03-29,1,1257,1257
205,30,Clothing,2025-10-19,4,2817,704
206,41,Cinema,2025-05-29,5,2980,596
207,49,Food,2025-08-03,2,2116,1058
208,22,Food,2026-01-12,8,2585,323
209,48,Furniture,2025-05-03,42,29655,706
210,47,Clothing,2025-05-25,2,2288,1144
211,38,Clothing,2025-11-19,25,5485,219
212,6,Salon,2026-04-11,9,2021,224
213,6,Salon,2026-01-14,3,2768,922
214,39,Salon,2025-12-30,5,1449,289
215,46,Clothing,2026-01-04,5,3478,695
216,42,Electronics,2026-03-08,27,10523,389
217,30,Clothing,2025-09-03,4,2633,658
218,18,Food,2026-02-17,2,1193,596
219,29,Salon,2026-02-13,4,2453,613
220,11,Furniture,2025-08-10,80,43815,547
221,25,Electronics,2025-12-28,47,18300,389
222,13,Food,2025-07-11,3,2150,716
223,4,Food,2025-09-16,2,1706,853
224,21,Food,2025-08-13,2,1824,912
225,40,Cinema,2025-09-17,11,3932,357
226,33,Cinema,2025-05-01,4,1827,456
227,19,Clothing,2025-06-06,8,4235,529
228,30,Clothing,2025-05-13,2,630,315
229,19,Clothing,2025-06-14,19,5604,294
230,42,Electronics,2025-08-30,23,11788,512
231,37,Salon,2025-12-19,6,1688,281
232,17,Food,2025-10-19,6,2145,357
233,14,Salon,2025-12-15,5,2975,595
234,32,Furniture,2025-10-17,62,30025,484
235,49,Food,2025-06-14,7,1921,274
236,2,Food,2025-07-22,1,1148,1148
237,10,Salon,2026-04-06,1,1081,1081
238,9,Salon,2025-12-16,3,2792,930
239,7,Clothing,2025-06-07,5,3887,777
240,16,Cinema,2025-08-24,4,3812,953
241,3,Food,2025-11-27,3,925,308
242,46,Clothing,2026-01-26,9,6896,766
243,35,Food,2025-10-31,2,1201,600
244,9,Salon,2025-07-10,3,2249,749
245,49,Food,2025-07-23,2,1509,754
246,50,Food,2025-04-28,3,2475,825
247,47,Clothing,2025-09-12,7,4357,622
248,3,Food,2026-01-03,2,1049,524
249,7,Clothing,2025-07-12,6,3767,627
250,4,Food,2026-01-15,7,1926,275
251,40,Cinema,2025-05-26,6,4065,677
252,27,Salon,2025-08-24,2,1504,752
253,43,Clothing,2026-04-18,7,5171,738
254,1,Salon,2026-02-06,1,494,494
255,10,Salon,2025-10-22,5,2422,484
256,41,Cinema,2025-07-14,17,3762,221
257,10,Salon,2025-10-11,4,2572,643
258,7,Clothing,2026-04-08,6,3200,533
259,29,Salon,2026-04-16,2,1289,644
260,2,Food,2025-10-23,5,1588,317
261,24,Electronics,2025-06-18,60,12738,212
262,8,Cinema,2026-04-04,7,5621,803
263,44,Salon,2025-11-30,3,2093,697
264,9,Salon,2025-05-19,4,2488,622
265,8,Cinema,2026-02-19,4,2084,521
266,23,Salon,2025-07-24,4,1854,463
267,31,Clothing,2025-12-11,8,6216,777
268,15,Clothing,2025-06-18,18,4735,263
269,50,Food,2025-12-03,2,1623,811
270,38,Clothing,2025-05-24,11,5794,526
271,16,Cinema,2025-12-02,15,3728,248
272,47,Clothing,2025-07-05,14,5175,369
273,18,Food,2025-09-28,3,2038,679
274,23,Salon,2025-06-03,1,1539,1539
275,12,Electronics,2026-01-08,26,13093,503
276,1,Salon,2025-11-02,4,1791,447
277,43,Clothing,2026-01-24,11,7079,643
278,8,Cinema,2025-11-03,5,3207,641
279,14,Salon,2025-12-18,2,1944,972
280,9,Salon,2025-10-27,3,1802,600
281,12,Electronics,2026-02-01,23,17084,742
282,17,Food,2025-06-17,4,1128,282
283,15,Clothing,2025-06-27,5,3469,693
284,26,Clothing,2026-03-11,7,3883,554
285,11,Furniture,2025-09-25,19,10544,554
286,27,Salon,2025-12-25,4,2664,666
287,40,Cinema,2025-08-13,4,3388,847
288,19,Clothing,2026-01-10,1,735,735
289,40,Cinema,2026-03-01,15,4886,325
290,1,Salon,2025-11-29,8,2181,272
291,41,Cinema,2025-05-31,6,5513,918
292,46,Clothing,2026-01-29,26,6002,230
293,23,Salon,2025-05-13,10,2380,238
294,45,Food,2025-09-18,2,1338,669
295,13,Food,2025-06-01,3,1686,562
296,4,Food,2025-05-31,4,2796,699
297,12,Electronics,2025-12-10,9,5903,655
298,45,Food,2025-05-09,2,1045,522
299,42,Electronics,2026-03-31,40,14803,370
300,41,Cinema,2026-02-19,4,2759,689
301,44,Salon,2025-07-23,3,2443,814
302,22,Food,2025-06-29,5,2644,528
303,11,Furniture,2025-05-23,26,14385,553
304,3,Food,2026-03-25,2,723,361
305,50,Food,2025-06-16,3,870,290
306,13,Food,2026-01-31,1,728,728
307,48,Furniture,2025-06-27,29,18618,642
308,22,Food,2025-04-19,4,3066,766
309,9,Salon,2025-09-19,3,1953,651
310,12,Electronics,2025-05-12,36,12014,333
311,1,Salon,2025-06-09,3,1806,602
312,31,Clothing,2025-08-06,6,4264,710
313,4,Food,2026-03-04,4,2158,539
314,21,Food,2025-12-18,2,1639,819
315,18,Food,2026-04-19,2,1771,885
316,31,Clothing,2025-08-01,6,3412,568
317,44,Salon,2025-08-20,2,1649,824
318,9,Salon,2025-04-25,5,1822,364
319,3,Food,2025-10-02,3,2153,717
320,6,Salon,2026-03-05,4,2414,603
321,43,Clothing,2025-11-19,9,6736,748
322,21,Food,2026-02-03,4,1989,497
323,50,Food,2025-11-28,2,1483,741
324,33,Cinema,2025-12-26,15,3238,215
325,3,Food,2025-08-27,3,1829,609
326,3,Food,2025-07-19,4,2707,676
327,21,Food,2026-01-26,1,470,470
328,26,Clothing,2025-08-02,22,6310,286
329,40,Cinema,2025-07-18,14,3457,246
330,16,Cinema,2025-11-04,6,2967,494
331,17,Food,2026-03-06,9,2612,290
332,49,Food,2026-03-21,8,2853,356
333,20,Cinema,2026-01-01,10,2427,242
334,25,Electronics,2025-11-16,24,12803,533
335,27,Salon,2025-05-13,5,2060,412
336,46,Clothing,2026-02-07,10,6593,659
337,44,Salon,2025-07-17,3,2768,922
338,24,Electronics,2025-10-11,61,17644,289
339,38,Clothing,2026-04-11,10,4067,406
340,46,Clothing,2026-01-30,2,1956,978
341,19,Clothing,2025-07-06,15,8492,566
342,19,Clothing,2025-10-24,6,4943,823
343,34,Furniture,2025-08-08,50,23101,462
344,26,Clothing,2026-03-17,11,5390,490
345,3,Food,2025-10-11,1,575,575
346,42,Electronics,2025-09-08,20,12256,612
347,36,Food,2026-02-18,7,1524,217
348,37,Salon,2026-01-09,2,689,344
349,47,Clothing,2026-01-22,11,6555,595
350,30,Clothing,2026-03-10,4,3527,881
351,47,Clothing,2025-08-29,5,3735,747
352,33,Cinema,2026-04-03,2,1514,757
353,42,Electronics,2025-12-20,49,11785,240
354,13,Food,2026-01-20,2,1219,609
355,35,Food,2026-01-25,3,1443,481
356,45,Food,2025-12-17,1,1054,1054
357,42,Electronics,2025-11-06,21,12020,572
358,16,Cinema,2025-12-05,8,3744,468
359,23,Salon,2025-11-13,2,1076,538
360,2,Food,2026-04-14,1,1489,1489
361,41,Cinema,2025-11-11,5,3484,696
362,16,Cinema,2026-01-13,6,2588,431
363,21,Food,2026-03-12,2,1849,924
364,9,Salon,2025-06-10,6,1945,324
365,23,Salon,2025-07-25,3,1914,638
366,29,Salon,2025-12-17,1,835,835
367,8,Cinema,2025-07-02,4,3104,776
368,15,Clothing,2025-11-02,4,3634,908
369,8,Cinema,2025-09-22,9,3790,421
370,21,Food,2025-05-30,8,2338,292
371,50,Food,2025-10-06,7,2084,297
372,28,Clothing,2026-02-23,12,5157,429
373,24,Electronics,2025-09-08,11,9486,862
374,29,Salon,2025-12-04,2,1924,962
375,4,Food,2025-05-11,12,4092,341
376,29,Salon,2025-12-04,6,1505,250
377,7,Clothing,2026-03-18,2,1461,730
378,10,Salon,2026-01-22,9,1914,212
379,49,Food,2026-04-14,9,1939,215
380,30,Clothing,2025-10-03,8,2894,361
381,5,Food,2026-03-15,1,430,430
382,5,Food,2025-10-04,6,2406,401
383,22,Food,2025-05-22,1,1333,1333
384,15,Clothing,2025-05-08,9,5142,571
385,2,Food,2025-10-18,3,1934,644
386,43,Clothing,2025-08-26,8,5114,639
387,23,Salon,2025-04-30,5,2575,515
388,44,Salon,2025-05-14,2,2110,1055
389,40,Cinema,2026-01-12,4,1831,457
390,24,Electronics,2025-05-17,15,12600,840
391,46,Clothing,2025-04-29,5,4016,803
392,26,Clothing,2026-04-18,9,6463,718
393,29,Salon,2025-12-29,5,3067,613
394,47,Clothing,2025-07-27,10,6780,678
395,3,Food,2025-09-22,1,1437,1437
396,13,Food,2026-02-01,5,1753,350
397,38,Clothing,2026-04-06,16,5781,361
398,43,Clothing,2025-04-25,9,3476,386
399,33,Cinema,2025-08-31,15,4570,304
400,34,Furniture,2025-10-08,49,25172,513
401,29,Salon,2025-10-18,6,3214,535
402,37,Salon,2025-12-23,2,1379,689
403,14,Salon,2025-05-08,4,2662,665
404,23,Salon,2026-02-03,13,2646,203
405,2,Food,2026-02-04,2,1317,658
406,37,Salon,2025-09-16,2,731,365
407,40,Cinema,2025-05-13,10,2374,237
408,46,Clothing,2025-04-25,6,4269,711
409,1,Salon,2026-04-17,4,1294,323
410,33,Cinema,2026-02-22,10,2843,284
411,43,Clothing,2026-02-10,6,5011,835
412,20,Cinema,2026-04-03,6,3192,532
413,19,Clothing,2025-12-26,15,5640,376
414,42,Electronics,2026-01-23,21,13207,628
415,42,Electronics,2025-08-10,44,19927,452
416,26,Clothing,2025-05-22,5,2002,400
417,20,Cinema,2025-06-28,12,6463,538
418,8,Cinema,2026-03-09,2,1583,791
419,49,Food,2026-03-16,5,1338,267
420,36,Food,2025-06-14,5,2299,459
421,20,Cinema,2026-03-19,9,3686,409
422,27,Salon,2025-08-25,7,2982,426
423,32,Furniture,2026-01-17,78,20008,256
424,11,Furniture,2025-07-06,82,33437,407
425,49,Food,2025-10-02,2,1315,657
426,13,Food,2025-07-01,7,1685,240
427,13,Food,2025-11-23,2,607,303
428,36,Food,2026-04-11,5,2327,465
429,46,Clothing,2025-09-23,11,4905,445
430,11,Furniture,2026-02-22,1,130,130
431,50,Food,2025-07-22,2,594,297
432,38,Clothing,2026-02-08,10,4115,411
433,45,Food,2025-12-10,3,1410,470
434,29,Salon,2026-04-12,2,1011,505
435,2,Food,2026-03-21,3,2249,749
436,45,Food,2025-12-04,1,1195,1195
437,49,Food,2025-09-02,4,2419,604
438,48,Furniture,2025-11-14,21,16085,765
439,6,Salon,2026-01-07,3,2091,697
440,3,Food,2026-01-14,3,1580,526
441,38,Clothing,2026-01-26,17,6126,360
442,41,Cinema,2025-05-20,5,2612,522
443,48,Furniture,2025-06-10,59,20642,349
444,14,Salon,2026-02-17,5,3197,639
445,35,Food,2026-02-06,1,781,781
446,18,Food,2025-10-27,3,1514,504
447,25,Electronics,2026-01-25,13,10445,803
448,8,Cinema,2025-09-29,7,3937,562
449,44,Salon,2025-12-13,4,2996,749
450,42,Electronics,2025-05-23,18,10688,593
451,14,Salon,2025-12-29,4,2459,614
452,41,Cinema,2026-04-10,14,4567,326
453,33,Cinema,2025-08-18,3,3133,1044
454,37,Salon,2026-02-28,3,2395,798
455,23,Salon,2026-01-08,1,1182,1182
456,8,Cinema,2025-12-15,6,1504,250
457,39,Salon,2025-07-30,2,1101,550
458,3,Food,2026-04-04,4,2251,562
459,25,Electronics,2025-08-26,17,9598,564
460,44,Salon,2026-04-03,1,1070,1070
461,38,Clothing,2025-05-06,12,5254,437
462,43,Clothing,2026-01-25,5,4147,829
463,10,Salon,2025-10-03,2,1776,888
464,2,Food,2025-12-26,2,1190,595
465,47,Clothing,2025-10-07,9,3551,394
466,15,Clothing,2026-04-10,6,3869,644
467,15,Clothing,2025-10-19,20,6591,329
468,41,Cinema,2025-10-28,4,2132,533
469,49,Food,2025-08-27,3,885,295
470,42,Electronics,2025-05-18,44,18324,416
471,26,Clothing,2025-11-07,9,5774,641
472,34,Furniture,2025-12-14,79,34438,435
473,26,Clothing,2025-09-30,6,4322,720
474,2,Food,2025-12-07,5,3317,663
475,5,Food,2026-03-22,4,2042,510
476,42,Electronics,2025-08-08,27,9203,340
477,46,Clothing,2025-06-21,5,4373,874
478,42,Electronics,2026-02-13,28,16429,586
479,28,Clothing,2025-06-17,12,5032,419
480,3,Food,2026-03-08,7,2169,309
481,26,Clothing,2026-03-21,19,7022,369
482,39,Salon,2025-11-03,2,472,236
483,41,Cinema,2026-02-12,13,3436,264
484,12,Electronics,2025-12-24,26,13049,501
485,20,Cinema,2026-01-12,3,2372,790
486,32,Furniture,2025-09-02,52,22867,439
487,47,Clothing,2026-04-13,10,3223,322
488,42,Electronics,2025-08-21,56,13487,240
489,24,Electronics,2025-10-16,30,6627,220
490,36,Food,2025-05-20,5,1667,333
491,11,Furniture,2025-11-26,25,13541,541
492,41,Cinema,2026-03-14,8,5462,682
493,39,Salon,2025-07-05,7,3913,559
494,6,Salon,2026-03-02,13,2893,222
495,40,Cinema,2026-01-24,15,5956,397
496,38,Clothing,2025-08-25,9,5355,595
497,15,Clothing,2025-06-25,3,2595,865
498,10,Salon,2026-02-23,5,1827,365
499,8,Cinema,2025-11-13,3,1954,651
500,10,Salon,2025-05-04,7,3760,537
501,45,Food,2025-10-20,6,2093,348
502,2,Food,2025-05-25,2,755,377
503,1,Salon,2025-06-07,2,2082,1041
504,24,Electronics,2025-06-16,20,15691,784
505,36,Food,2025-07-20,2,1441,720
506,36,Food,2026-04-06,3,2151,717
507,2,Food,2026-02-05,1,655,655
508,23,Salon,2025-10-23,3,1119,373
509,7,Clothing,2026-01-20,8,4093,511
510,10,Salon,2025-07-19,2,2358,1179
511,2,Food,2025-09-23,5,1314,262
512,17,Food,2025-10-31,3,1473,491
513,45,Food,2025-09-03,2,1636,818
514,7,Clothing,2026-02-10,6,2590,431
515,43,Clothing,2025-12-17,6,2648,441
516,12,Electronics,2025-09-12,26,10819,416
517,9,Salon,2025-12-10,2,1520,760
518,46,Clothing,2025-05-13,5,2818,563
519,35,Food,2025-07-23,2,1483,741
520,4,Food,2026-03-01,3,2321,773
521,44,Salon,2025-09-29,2,2229,1114
522,25,Electronics,2025-09-06,35,13140,375
523,2,Food,2025-08-25,3,2745,915
524,45,Food,2025-09-06,3,2481,827
525,19,Clothing,2025-08-11,3,1833,611
526,6,Salon,2025-09-08,2,1773,886
527,7,Clothing,2025-11-06,6,2721,453
528,46,Clothing,2025-08-22,5,3656,731
529,45,Food,2026-01-25,2,1316,658
530,33,Cinema,2026-03-29,4,3451,862
531,11,Furniture,2026-02-22,51,34500,676
532,26,Clothing,2025-06-05,8,3718,464
533,11,Furniture,2025-04-19,52,20549,395
534,31,Clothing,2025-11-04,7,4532,647
535,17,Food,2025-09-15,5,1131,226
536,13,Food,2025-06-05,2,1584,792
537,1,Salon,2025-07-01,1,1452,1452
538,28,Clothing,2025-11-22,9,5526,614
539,39,Salon,2025-05-09,2,1515,757
540,8,Cinema,2026-02-08,7,2583,369
541,10,Salon,2025-10-13,4,2072,518
542,28,Clothing,2025-12-06,5,4163,832
543,1,Salon,2026-04-10,3,2060,686
544,50,Food,2025-12-01,2,1347,673
545,38,Clothing,2025-10-11,24,6653,277
546,33,Cinema,2025-05-13,6,3109,518
547,3,Food,2026-02-23,4,2330,582
548,15,Clothing,2025-10-07,6,2689,448
549,32,Furniture,2026-02-06,24,14484,603
550,12,Electronics,2025-06-21,9,3896,432
551,14,Salon,2025-07-10,3,2089,696
552,23,Salon,2025-11-28,7,3028,432
553,25,Electronics,2025-10-13,28,18544,662
554,13,Food,2025-07-26,2,1935,967
555,31,Clothing,2025-09-19,7,4923,703
556,10,Salon,2025-04-26,7,2670,381
557,13,Food,2025-12-06,5,3408,681
558,17,Food,2025-12-28,4,2823,705
559,31,Clothing,2025-08-16,12,4180,348
560,12,Electronics,2026-01-08,17,10386,610
561,29,Salon,2026-04-15,3,2120,706
562,50,Food,2025-10-15,3,2201,733
563,34,Furniture,2026-01-04,54,20367,377
564,38,Clothing,2025-07-21,15,4448,296
565,6,Salon,2025-10-12,10,3573,357
566,2,Food,2026-04-04,11,2694,244
567,19,Clothing,2025-06-16,5,3607,721
568,12,Electronics,2025-05-14,18,8312,461
569,5,Food,2025-04-29,6,1997,332
570,34,Furniture,2025-12-31,39,23462,601
571,27,Salon,2025-12-30,3,1950,650
572,50,Food,2026-02-26,4,1403,350
573,36,Food,2025-12-19,2,1771,885
574,5,Food,2026-02-04,2,1603,801
575,33,Cinema,2025-12-29,7,2684,383
576,22,Food,2025-11-16,2,1784,892
577,47,Clothing,2025-12-24,8,6624,828
578,32,Furniture,2025-07-23,62,17072,275
579,48,Furniture,2025-06-21,24,16946,706
580,32,Furniture,2026-04-12,87,22159,254
581,32,Furniture,2025-12-21,1,130,130
582,11,Furniture,2025-06-28,86,40963,476
583,48,Furniture,2025-08-29,43,21150,491
584,31,Clothing,2025-09-19,6,4333,722
585,27,Salon,2026-03-25,2,2104,1052
586,43,Clothing,2026-04-11,3,2931,977
587,28,Clothing,2025-09-28,6,4253,708
588,30,Clothing,2026-04-02,16,4662,291
589,46,Clothing,2025-06-03,4,2745,686
590,6,Salon,2025-08-01,5,2750,550
591,44,Salon,2025-07-20,10,3343,334
592,14,Salon,2025-05-10,5,2399,479
593,25,Electronics,2025-04-27,17,8772,516
594,47,Clothing,2025-09-06,10,4249,424
595,14,Salon,2025-05-27,5,1989,397
596,35,Food,2025-07-14,3,1883,627
597,44,Salon,2026-02-23,3,2624,874
598,9,Salon,2025-10-11,9,3172,352
599,1,Salon,2026-04-05,8,2821,352
600,24,Electronics,2025-05-23,42,15544,370
601,32,Furniture,2025-10-26,27,16471,610
602,14,Salon,2025-04-26,2,1229,614
603,26,Clothing,2026-04-05,8,5331,666
604,10,Salon,2026-03-22,3,2337,779
605,31,Clothing,2025-11-08,8,3022,377
606,28,Clothing,2026-04-08,1,1057,1057
607,50,Food,2025-06-03,1,1357,1357
608,16,Cinema,2025-12-18,18,4237,235
609,21,Food,2025-09-29,1,638,638
610,36,Food,2026-03-26,3,1357,452
611,13,Food,2025-11-08,5,1574,314
612,24,Electronics,2025-07-26,26,18500,711
613,37,Salon,2025-08-20,6,2030,338
614,9,Salon,2025-08-10,3,2403,801
615,17,Food,2025-11-13,4,2020,505
616,11,Furniture,2025-09-02,159,42381,266
617,9,Salon,2025-04-29,3,2315,771
618,5,Food,2025-11-24,1,1218,1218
619,31,Clothing,2025-10-15,9,5192,576
620,4,Food,2026-04-10,3,2182,727
621,40,Cinema,2025-06-16,4,3675,918
622,30,Clothing,2025-04-30,5,3751,750
623,7,Clothing,2025-07-25,5,3950,790
624,17,Food,2025-11-23,1,1137,1137
625,47,Clothing,2025-09-15,16,4062,253
626,10,Salon,2025-11-18,4,3334,833
627,48,Furniture,2025-08-27,26,12354,475
